cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
sample_0707,sha_0707,arXiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.707,PMC1000707,,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2023-04-28,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_707,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_707,s2_707
sample_0708,sha_0708,WHO,Clinical outcomes in COVID-19 patients,,PMC1000708,30000708,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2022-10-09,"Smith, J.; Johnson, A.; Brown, K.",Science,mag_708,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_708,s2_708
sample_0709,sha_0709,WHO,Economic implications of pandemic measures,10.1000/sample.709,PMC1000709,,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2021-04-02,"White, C.; Harris, B.; Martin, E.",JAMA,mag_709,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_709,s2_709
sample_0710,sha_0710,arXiv,Ventilator management in COVID patients,10.1000/sample.710,PMC1000710,30000710,cc-by-nc,Long-term COVID effects study including symptom persistence and recovery.,2021-12-12,"Thompson, G.; Garcia, H.; Martinez, I.",Cell,mag_710,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_710,s2_710
sample_0711,sha_0711,arXiv,Clinical outcomes in COVID-19 patients,10.1000/sample.711,PMC1000711,,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-04-28,"Smith, J.; Johnson, A.; Brown, K.",Science,mag_711,who_711,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_711,s2_711
sample_0712,sha_0712,medRxiv,Mask wearing and transmission reduction,10.1000/sample.712,PMC1000712,30000712,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-11-22,"White, C.; Harris, B.; Martin, E.",Nature Medicine,mag_712,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_712,s2_712
sample_0713,sha_0713,WHO,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.713,,,cc-by-nc,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2023-01-25,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",BMJ,mag_713,who_713,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_713,s2_713
sample_0714,sha_0714,Elsevier,Mask wearing and transmission reduction,10.1000/sample.714,,30000714,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-04-21,"Anderson, L.; Thomas, P.; Jackson, D.",Nature Medicine,mag_714,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_714,s2_714
sample_0715,,PMC,Treatment protocols for severe COVID cases,10.1000/sample.715,,30000715,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2021-05-22,"White, C.; Harris, B.; Martin, E.",Nature,mag_715,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_715,s2_715
sample_0716,sha_0716,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.716,,30000716,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-10-18,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",PLOS ONE,mag_716,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_716,s2_716
sample_0717,sha_0717,WHO,Healthcare system impact during pandemic,10.1000/sample.717,,30000717,cc-by-nc,Epidemiological study of coronavirus transmission rates and infection patterns.,2023-09-01,"Lee, K.; Wang, L.; Chen, M.",JAMA,mag_717,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_717,s2_717
sample_0718,sha_0718,medRxiv,Economic implications of pandemic measures,10.1000/sample.718,PMC1000718,30000718,cc-by-nc,Healthcare system capacity analysis during peak pandemic periods.,2022-01-15,"Davis, M.; Wilson, R.; Taylor, S.",PLOS ONE,mag_718,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_718,s2_718
sample_0719,sha_0719,medRxiv,Economic implications of pandemic measures,10.1000/sample.719,,30000719,cc-by-nc,Long-term COVID effects study including symptom persistence and recovery.,2020-07-27,"Thompson, G.; Garcia, H.; Martinez, I.",BMJ,mag_719,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_719,s2_719
sample_0720,,PMC,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.720,PMC1000720,30000720,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2020-07-20,"Lee, K.; Wang, L.; Chen, M.",BMJ,mag_720,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_720,s2_720
sample_0721,sha_0721,medRxiv,Long COVID symptoms and patient recovery,10.1000/sample.721,,30000721,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2020-07-01,"Smith, J.; Johnson, A.; Brown, K.",BMJ,mag_721,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_721,s2_721
sample_0722,sha_0722,WHO,Economic implications of pandemic measures,10.1000/sample.722,PMC1000722,30000722,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2021-08-12,"Miller, N.; Jones, O.; Williams, P.",New England Journal of Medicine,mag_722,who_722,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_722,s2_722
sample_0723,,WHO,Mental health effects of COVID-19 lockdowns,,PMC1000723,30000723,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2023-04-14,"Davis, M.; Wilson, R.; Taylor, S.",The Lancet,mag_723,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_723,s2_723
sample_0724,sha_0724,medRxiv,Treatment protocols for severe COVID cases,10.1000/sample.724,PMC1000724,30000724,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2021-08-15,"Lee, K.; Wang, L.; Chen, M.",The Lancet,mag_724,who_724,arxiv.724,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_724,s2_724
sample_0725,sha_0725,WHO,Economic implications of pandemic measures,10.1000/sample.725,,30000725,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2021-05-31,"Thompson, G.; Garcia, H.; Martinez, I.",The Lancet,mag_725,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_725,s2_725
sample_0726,sha_0726,Elsevier,Mental health effects of COVID-19 lockdowns,10.1000/sample.726,,,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-03-15,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature Medicine,mag_726,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_726,s2_726
sample_0727,sha_0727,medRxiv,Epidemiological analysis of coronavirus spread,10.1000/sample.727,,30000727,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2023-10-05,"White, C.; Harris, B.; Martin, E.",Cell,mag_727,who_727,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_727,s2_727
sample_0728,sha_0728,Elsevier,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.728,,30000728,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-09-04,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",New England Journal of Medicine,mag_728,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_728,s2_728
sample_0729,sha_0729,medRxiv,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.729,,30000729,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-03-29,"White, C.; Harris, B.; Martin, E.",New England Journal of Medicine,mag_729,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_729,s2_729
sample_0730,sha_0730,arXiv,Ventilator management in COVID patients,,,30000730,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2021-03-22,"Miller, N.; Jones, O.; Williams, P.",BMJ,mag_730,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_730,s2_730
sample_0731,sha_0731,WHO,Immunological response to SARS-CoV-2 infection,,,30000731,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-09-06,"Lee, K.; Wang, L.; Chen, M.",The Lancet,mag_731,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_731,s2_731
sample_0732,sha_0732,arXiv,Vaccine development and efficacy analysis,10.1000/sample.732,,30000732,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-04-30,"Davis, M.; Wilson, R.; Taylor, S.",PLOS ONE,mag_732,who_732,arxiv.732,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_732,s2_732
sample_0733,sha_0733,arXiv,Contact tracing effectiveness studies,,PMC1000733,30000733,cc-by,Immunological response analysis including antibody production and cellular immunity.,2021-02-02,"Davis, M.; Wilson, R.; Taylor, S.",BMJ,mag_733,,arxiv.733,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_733,s2_733
sample_0734,sha_0734,Elsevier,Treatment protocols for severe COVID cases,10.1000/sample.734,PMC1000734,30000734,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2020-05-09,"Thompson, G.; Garcia, H.; Martinez, I.",New England Journal of Medicine,mag_734,,arxiv.734,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_734,s2_734
sample_0735,sha_0735,arXiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.735,PMC1000735,30000735,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2022-03-08,"Smith, J.; Johnson, A.; Brown, K.",PLOS ONE,mag_735,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_735,s2_735
sample_0736,,WHO,Mental health effects of COVID-19 lockdowns,,PMC1000736,,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2021-10-25,"Anderson, L.; Thomas, P.; Jackson, D.",The Lancet,mag_736,,arxiv.736,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_736,s2_736
sample_0737,,PMC,Ventilator management in COVID patients,10.1000/sample.737,PMC1000737,30000737,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-04-18,"Thompson, G.; Garcia, H.; Martinez, I.",JAMA,mag_737,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_737,s2_737
sample_0738,,WHO,Mental health effects of COVID-19 lockdowns,10.1000/sample.738,PMC1000738,30000738,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2022-08-01,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",PLOS ONE,mag_738,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_738,s2_738
sample_0739,,WHO,Mental health effects of COVID-19 lockdowns,10.1000/sample.739,,30000739,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2023-01-10,"Davis, M.; Wilson, R.; Taylor, S.",New England Journal of Medicine,mag_739,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_739,s2_739
sample_0740,sha_0740,WHO,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.740,PMC1000740,,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2023-03-09,"Anderson, L.; Thomas, P.; Jackson, D.",PLOS ONE,mag_740,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_740,s2_740
sample_0741,,WHO,Epidemiological analysis of coronavirus spread,10.1000/sample.741,,30000741,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2021-01-14,"White, C.; Harris, B.; Martin, E.",JAMA,mag_741,who_741,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_741,s2_741
sample_0742,,arXiv,Epidemiological analysis of coronavirus spread,10.1000/sample.742,PMC1000742,30000742,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-09-07,"Lee, K.; Wang, L.; Chen, M.",Cell,mag_742,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_742,s2_742
sample_0743,sha_0743,Elsevier,Ventilator management in COVID patients,10.1000/sample.743,PMC1000743,,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2022-02-07,"Lee, K.; Wang, L.; Chen, M.",JAMA,mag_743,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_743,s2_743
sample_0744,,arXiv,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.744,,30000744,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2020-04-17,"Smith, J.; Johnson, A.; Brown, K.",The Lancet,mag_744,who_744,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_744,s2_744
sample_0745,,WHO,Healthcare system impact during pandemic,10.1000/sample.745,,30000745,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2020-02-24,"White, C.; Harris, B.; Martin, E.",Nature,mag_745,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_745,s2_745
sample_0746,sha_0746,medRxiv,Economic implications of pandemic measures,,PMC1000746,30000746,cc-by,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2023-05-12,"Davis, M.; Wilson, R.; Taylor, S.",Cell,mag_746,who_746,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_746,s2_746
sample_0747,sha_0747,arXiv,Long COVID symptoms and patient recovery,,,30000747,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2022-10-25,"Davis, M.; Wilson, R.; Taylor, S.",The Lancet,mag_747,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_747,s2_747
sample_0748,sha_0748,PMC,SARS-CoV-2 viral dynamics in clinical settings,,PMC1000748,30000748,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2022-04-17,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",New England Journal of Medicine,mag_748,who_748,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_748,s2_748
sample_0749,,arXiv,Vaccine development and efficacy analysis,,PMC1000749,,cc-by,Immunological response analysis including antibody production and cellular immunity.,2023-05-08,"Smith, J.; Johnson, A.; Brown, K.",Nature Medicine,mag_749,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_749,s2_749
sample_0750,sha_0750,WHO,Epidemiological analysis of coronavirus spread,10.1000/sample.750,PMC1000750,30000750,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2020-12-20,"Lee, K.; Wang, L.; Chen, M.",Science,mag_750,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_750,s2_750
sample_0751,sha_0751,Elsevier,Clinical outcomes in COVID-19 patients,10.1000/sample.751,PMC1000751,30000751,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-09-10,"White, C.; Harris, B.; Martin, E.",New England Journal of Medicine,mag_751,,arxiv.751,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_751,s2_751
sample_0752,sha_0752,WHO,Contact tracing effectiveness studies,10.1000/sample.752,PMC1000752,30000752,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2021-01-29,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_752,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_752,s2_752
sample_0753,sha_0753,PMC,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.753,,30000753,cc-by-nc,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-01-03,"Smith, J.; Johnson, A.; Brown, K.",Cell,mag_753,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_753,s2_753
sample_0754,sha_0754,medRxiv,Contact tracing effectiveness studies,10.1000/sample.754,,30000754,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-12-01,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_754,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_754,s2_754
sample_0755,,Elsevier,Vaccine development and efficacy analysis,10.1000/sample.755,PMC1000755,30000755,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2022-01-25,"Thompson, G.; Garcia, H.; Martinez, I.",Science,mag_755,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_755,s2_755
sample_0756,,arXiv,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.756,PMC1000756,30000756,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2021-05-27,"Thompson, G.; Garcia, H.; Martinez, I.",Cell,mag_756,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_756,s2_756
sample_0757,,medRxiv,Contact tracing effectiveness studies,10.1000/sample.757,,30000757,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2022-11-04,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Science,mag_757,who_757,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_757,s2_757
sample_0758,sha_0758,WHO,Contact tracing effectiveness studies,10.1000/sample.758,,30000758,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2021-05-24,"Miller, N.; Jones, O.; Williams, P.",BMJ,mag_758,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_758,s2_758
sample_0759,sha_0759,Elsevier,Immunological response to SARS-CoV-2 infection,10.1000/sample.759,PMC1000759,30000759,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2022-06-19,"Davis, M.; Wilson, R.; Taylor, S.",Cell,mag_759,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_759,s2_759
sample_0760,sha_0760,Elsevier,Treatment protocols for severe COVID cases,10.1000/sample.760,,30000760,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2023-09-14,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Cell,mag_760,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_760,s2_760
sample_0761,sha_0761,Elsevier,Mask wearing and transmission reduction,10.1000/sample.761,PMC1000761,30000761,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2022-08-07,"Miller, N.; Jones, O.; Williams, P.",Nature,mag_761,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_761,s2_761
sample_0762,sha_0762,PMC,Clinical outcomes in COVID-19 patients,10.1000/sample.762,PMC1000762,,cc-by-nc,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-12-08,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_762,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_762,s2_762
sample_0763,sha_0763,Elsevier,Mask wearing and transmission reduction,,PMC1000763,30000763,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-03-15,"Lee, K.; Wang, L.; Chen, M.",JAMA,mag_763,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_763,s2_763
sample_0764,sha_0764,WHO,Vaccine development and efficacy analysis,10.1000/sample.764,PMC1000764,,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2022-01-15,"Lee, K.; Wang, L.; Chen, M.",Cell,mag_764,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_764,s2_764
sample_0765,sha_0765,PMC,Contact tracing effectiveness studies,10.1000/sample.765,PMC1000765,30000765,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2020-11-05,"Anderson, L.; Thomas, P.; Jackson, D.",Proceedings of the National Academy of Sciences,mag_765,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_765,s2_765
sample_0766,sha_0766,Elsevier,Treatment protocols for severe COVID cases,10.1000/sample.766,,30000766,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2020-09-21,"Thompson, G.; Garcia, H.; Martinez, I.",Science,mag_766,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_766,s2_766
sample_0767,sha_0767,WHO,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.767,PMC1000767,30000767,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-01-13,"Smith, J.; Johnson, A.; Brown, K.",Science,mag_767,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_767,s2_767
sample_0768,sha_0768,arXiv,Long COVID symptoms and patient recovery,10.1000/sample.768,,30000768,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-04-27,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Nature Medicine,mag_768,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_768,s2_768
sample_0769,sha_0769,arXiv,Ventilator management in COVID patients,10.1000/sample.769,,30000769,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2023-11-25,"Anderson, L.; Thomas, P.; Jackson, D.",New England Journal of Medicine,mag_769,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_769,s2_769
sample_0770,sha_0770,WHO,Mask wearing and transmission reduction,10.1000/sample.770,,30000770,cc-by,We analyzed SARS-CoV-2 viral dynamics and patient outcomes in clinical environments.,2021-03-19,"Lee, K.; Wang, L.; Chen, M.",Cell,mag_770,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_770,s2_770
sample_0771,sha_0771,Elsevier,Treatment protocols for severe COVID cases,10.1000/sample.771,PMC1000771,30000771,cc-by-nc,Analysis of treatment effectiveness and clinical management approaches.,2023-04-09,"Davis, M.; Wilson, R.; Taylor, S.",New England Journal of Medicine,mag_771,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_771,s2_771
sample_0772,sha_0772,PMC,Ventilator management in COVID patients,,PMC1000772,30000772,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2022-12-19,"Miller, N.; Jones, O.; Williams, P.",PLOS ONE,mag_772,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_772,s2_772
sample_0773,,arXiv,Epidemiological analysis of coronavirus spread,10.1000/sample.773,,30000773,cc-by-nc,Immunological response analysis including antibody production and cellular immunity.,2022-04-20,"Thompson, G.; Garcia, H.; Martinez, I.",Nature,mag_773,,arxiv.773,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_773,s2_773
sample_0774,,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.774,PMC1000774,30000774,cc-by,Immunological response analysis including antibody production and cellular immunity.,2023-11-25,"Thompson, G.; Garcia, H.; Martinez, I.",BMJ,mag_774,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_774,s2_774
sample_0775,,PMC,Healthcare system impact during pandemic,10.1000/sample.775,PMC1000775,30000775,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2020-08-25,"Anderson, L.; Thomas, P.; Jackson, D.",JAMA,mag_775,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_775,s2_775
sample_0776,sha_0776,medRxiv,Immunological response to SARS-CoV-2 infection,10.1000/sample.776,PMC1000776,30000776,cc-by,Analysis of treatment effectiveness and clinical management approaches.,2023-12-25,"Miller, N.; Jones, O.; Williams, P.",Nature,mag_776,,arxiv.776,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_776,s2_776
sample_0777,,Elsevier,Vaccine development and efficacy analysis,,PMC1000777,,cc-by,Healthcare system capacity analysis during peak pandemic periods.,2022-06-06,"Anderson, L.; Thomas, P.; Jackson, D.",The Lancet,mag_777,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_777,s2_777
sample_0778,sha_0778,medRxiv,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.778,PMC1000778,,cc-by,This study examines COVID-19 symptoms and transmission patterns in healthcare settings.,2023-07-13,"White, C.; Harris, B.; Martin, E.",JAMA,mag_778,,arxiv.778,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_778,s2_778
sample_0779,sha_0779,Elsevier,Epidemiological analysis of coronavirus spread,,,,cc-by-nc,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-08-06,"Anderson, L.; Thomas, P.; Jackson, D.",The Lancet,mag_779,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_779,s2_779
sample_0780,sha_0780,WHO,COVID-19 respiratory symptoms and transmission patterns,10.1000/sample.780,PMC1000780,,cc-by,Epidemiological study of coronavirus transmission rates and infection patterns.,2023-10-21,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",The Lancet,mag_780,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_780,s2_780
sample_0781,sha_0781,Elsevier,Economic implications of pandemic measures,10.1000/sample.781,PMC1000781,,cc-by,Immunological response analysis including antibody production and cellular immunity.,2023-09-14,"Anderson, L.; Thomas, P.; Jackson, D.",Cell,mag_781,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_781,s2_781
sample_0782,sha_0782,PMC,Vaccine development and efficacy analysis,10.1000/sample.782,,,cc-by,Long-term COVID effects study including symptom persistence and recovery.,2021-03-13,"Miller, N.; Jones, O.; Williams, P.",Nature,mag_782,who_782,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_782,s2_782
sample_0783,sha_0783,Elsevier,Treatment protocols for severe COVID cases,10.1000/sample.783,PMC1000783,30000783,cc-by,Research on pandemic response effectiveness and public health intervention strategies.,2021-10-18,"White, C.; Harris, B.; Martin, E.",PLOS ONE,mag_783,,arxiv.783,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_783,s2_783
sample_0784,sha_0784,arXiv,SARS-CoV-2 viral dynamics in clinical settings,10.1000/sample.784,,30000784,cc-by,"Clinical analysis of patient outcomes, treatment protocols, and recovery patterns.",2020-07-31,"Rodriguez, Q.; Lopez, R.; Gonzalez, S.",Cell,mag_784,who_784,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_784,s2_784
sample_0785,,WHO,Immunological response to SARS-CoV-2 infection,,,,cc-by-nc,"Investigation of vaccine efficacy, safety profiles, and immunological responses.",2021-04-18,"Smith, J.; Johnson, A.; Brown, K.",The Lancet,mag_785,,,document_parses/pdf_json/sample.json,document_parses/pmc_json/sample.json,https://example.com/paper_785,s2_785
